Table Names-1,Table Names,School,FG,FGA,3P,FT,FTA,ORB,TRB,TOV
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Memphis 2011,891,1975,210,532,782,421,1246,535
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Michigan State 2011,817,1894,220,484,691,407,1256,454
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Michigan 2011,847,1889,283,351,502,289,1115,351
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Missouri 2011,983,2145,245,537,727,425,1197,431
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Morehead State 2011,851,1874,204,506,751,484,1311,525
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Nevada-Las Vegas 2011,842,1836,184,495,718,368,1151,414
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,North Carolina-Asheville 2011,881,1950,168,576,810,400,1213,506
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,North Carolina 2011,1044,2317,190,590,878,525,1578,493
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Northern Colorado 2011,731,1708,254,571,742,376,1150,454
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Notre Dame 2011,843,1832,273,599,827,371,1261,364
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Oakland 2011,1052,2137,287,601,834,451,1366,473
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Ohio State 2011,1017,2059,285,535,763,419,1277,375
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Old Dominion 2011,803,1828,166,459,687,524,1355,424
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Penn State 2011,767,1748,216,394,544,337,1068,358
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Pittsburgh 2011,886,1866,202,540,805,484,1359,397
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Princeton 2011,788,1696,193,446,609,315,1105,389
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Purdue 2011,875,1957,235,481,673,380,1207,354
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Richmond 2011,922,2007,287,446,649,344,1222,383
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Saint Peter's 2011,713,1782,197,446,693,384,1209,511
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,San Diego State 2011,991,2141,223,455,653,472,1396,402
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Southern California 2011,813,1832,204,422,648,340,1153,390
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,St. John's (NY) 2011,807,1773,143,556,783,354,1068,408
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Syracuse 2011,936,1983,222,474,713,429,1308,433
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Temple 2011,868,1943,206,458,656,374,1218,368
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Tennessee 2011,837,1941,175,527,770,464,1279,454
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Texas A&M 2011,758,1719,181,557,799,412,1193,426
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Texas-San Antonio 2011,802,1871,234,546,774,362,1186,461
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Texas 2011,954,2099,201,592,905,494,1452,425
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,UCLA 2011,830,1824,173,549,808,405,1265,502
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Utah State 2011,840,1788,206,563,764,363,1266,402
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Vanderbilt 2011,848,1853,263,622,837,370,1255,441
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Villanova 2011,796,1819,210,582,769,402,1223,392
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Virginia Commonwealth 2011,968,2228,339,589,824,428,1292,452
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Washington 2011,1061,2260,305,480,712,488,1367,426
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,West Virginia 2011,783,1826,206,531,747,469,1227,397
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Wisconsin 2011,798,1808,278,436,533,355,1088,258
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Wofford 2011,883,1853,197,539,778,372,1108,404
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Xavier 2011,784,1700,173,565,756,328,1130,386
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Arkansas-Pine Bluff 2010,725,1778,141,575,861,422,1286,569
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Baylor 2010,993,2040,255,530,731,443,1408,491
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Brigham Young 2010,1025,2120,292,650,823,367,1332,417
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Butler 2010,845,1911,260,661,896,353,1241,456
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,UC-Santa Barbara 2010,674,1522,205,475,698,268,984,460
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,University of California 2010,966,2028,228,543,717,395,1241,421
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Clemson 2010,851,1878,216,432,654,420,1178,480
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Cornell 2010,913,1894,326,393,538,349,1149,414
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Duke 2010,1049,2375,301,682,899,569,1560,429
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,East Tennessee State 2010,855,1978,177,537,815,445,1277,519
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Florida State 2010,783,1734,186,431,669,406,1211,528
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Florida 2010,890,2006,203,472,671,455,1265,423
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Georgetown 2010,905,1815,212,478,672,333,1132,473
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Georgia Tech 2010,948,2064,213,512,779,464,1430,574
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Gonzaga 2010,912,1856,182,608,916,358,1286,444
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Houston 2010,958,2282,290,545,768,440,1185,315
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Kansas State 2010,981,2182,253,734,1098,559,1437,529
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Kansas 2010,1033,2111,262,609,871,468,1457,470
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Kentucky 2010,1066,2228,231,649,971,538,1584,538
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Lehigh 2010,842,1853,220,574,799,339,1201,429
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Louisville 2010,876,1960,262,491,700,478,1217,453
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Marquette 2010,861,1890,274,489,660,343,1071,353
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Maryland 2010,966,2052,195,502,689,421,1270,383
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Michigan State 2010,974,2068,187,523,764,487,1426,514
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Minnesota 2010,912,1949,246,463,661,375,1237,427
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Missouri 2010,926,2104,258,517,714,441,1200,432
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Montana 2010,791,1636,210,436,603,283,1048,390
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Morgan State 2010,960,2239,205,688,983,568,1488,499
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Murray State 2010,978,1961,226,571,821,439,1319,527
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Nevada-Las Vegas 2010,899,1950,231,456,637,337,1149,395
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,New Mexico State 2010,919,1997,287,537,767,358,1212,437
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,New Mexico 2010,887,2023,273,608,909,458,1347,387
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,North Texas 2010,798,1748,179,662,921,364,1220,485
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Northern Iowa 2010,747,1741,233,489,645,333,1130,372
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Notre Dame 2010,918,1953,261,538,744,402,1250,362
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Oakland 2010,920,2053,206,630,876,477,1344,485
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Ohio State 2010,983,1999,276,498,716,325,1234,413
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Ohio 2010,925,2153,278,635,883,443,1371,473
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Oklahoma State 2010,839,1861,274,485,679,327,1169,418
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Old Dominion 2010,922,2061,166,405,625,540,1394,457
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Pittsburgh 2010,809,1811,181,537,775,420,1269,421
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Purdue 2010,867,1957,187,546,755,351,1170,381
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Richmond 2010,868,1943,250,441,630,304,1139,384
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Robert Morris 2010,815,1868,197,572,859,412,1227,520
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Saint Mary's (CA) 2010,944,1950,284,496,652,370,1244,394
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Sam Houston State 2010,909,1963,287,511,727,410,1247,442
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,San Diego State 2010,875,1846,179,460,741,444,1257,453
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Siena 2010,930,2048,160,534,793,442,1310,418
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Syracuse 2010,1042,2021,244,504,745,417,1337,532
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Temple 2010,851,1942,204,367,533,377,1281,358
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Tennessee 2010,991,2174,218,520,775,441,1353,490
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Texas A&M 2010,813,1846,210,590,892,400,1252,417
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Texas-El Paso 2010,891,1879,201,501,744,323,1193,435
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Texas 2010,1005,2158,195,556,878,503,1425,464
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Utah State 2010,941,1928,242,435,574,362,1238,358
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Vanderbilt 2010,859,1829,203,616,854,361,1197,448
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Vermont 2010,826,1884,166,639,930,433,1291,487
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Villanova 2010,899,1962,252,650,861,441,1272,452
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Wake Forest 2010,811,1869,134,501,762,463,1306,471
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Washington 2010,1004,2212,191,652,905,476,1364,460
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,West Virginia 2010,942,2190,257,611,868,585,1467,451
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Winthrop 2010,735,1934,124,448,696,450,1276,402
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Wisconsin 2010,776,1750,246,416,568,320,1056,289
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Wofford 2010,825,1873,203,555,830,402,1243,416
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2010.csv,Xavier 2010,961,2082,250,621,873,444,1415,452
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Akron 2009,823,1969,258,499,705,424,1199,490
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Alabama State 2009,816,1752,181,389,614,358,1130,435
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,American 2009,751,1614,230,333,514,302,1046,422
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Arizona State 2009,825,1718,288,490,665,288,1085,401
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Arizona 2009,897,1892,212,523,709,387,1183,442
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Binghamton 2009,778,1764,192,491,733,357,1101,431
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Boston College 2009,885,2000,217,541,733,485,1259,457
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Brigham Young 2009,909,1879,238,488,669,302,1196,375
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Butler 2009,705,1609,257,501,692,328,1094,400
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Cal State Northridge 2009,821,1808,215,425,611,403,1150,549
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,University of California 2009,892,1848,210,478,633,333,1113,399
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Chattanooga 2009,877,2002,289,614,935,438,1374,551
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Clemson 2009,912,1971,256,427,621,462,1189,456
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Cleveland State 2009,882,2043,180,511,729,441,1267,454
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Connecticut 2009,996,2102,165,662,976,511,1559,458
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Cornell 2009,821,1736,241,398,545,321,1105,398
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Dayton 2009,831,1972,190,487,752,484,1328,475
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Duke 2009,971,2186,267,658,904,490,1348,454
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,East Tennessee State 2009,944,2044,195,574,810,395,1290,477
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Florida State 2009,820,1886,216,536,739,399,1253,548
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Gonzaga 2009,967,1982,251,499,696,345,1276,386
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Illinois 2009,859,1865,188,298,419,320,1127,420
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Kansas 2009,945,1979,217,567,782,421,1371,508
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Louisiana State 2009,937,2093,213,530,740,475,1365,425
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Louisville 2009,1001,2189,305,441,687,464,1395,508
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Marquette 2009,914,2023,243,668,918,425,1247,408
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Maryland 2009,924,2179,201,463,611,464,1274,428
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Memphis 2009,979,2176,222,599,868,498,1452,464
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Michigan State 2009,962,2135,201,612,877,533,1482,532
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Michigan 2009,812,1910,305,412,544,336,1087,402
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Minnesota 2009,782,1772,188,437,611,397,1136,477
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Mississippi State 2009,890,2058,296,601,847,407,1384,517
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Missouri 2009,1124,2381,263,585,871,486,1393,449
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Morehead State 2009,865,1978,188,593,823,498,1400,557
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Morgan State 2009,857,2047,181,438,675,508,1330,456
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,North Carolina 2009,1205,2509,264,739,983,556,1594,472
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,North Dakota State 2009,943,1936,238,535,724,363,1171,370
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Northern Iowa 2009,766,1692,217,541,718,297,1140,397
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Ohio State 2009,778,1618,216,434,619,266,1024,439
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Oklahoma State 2009,948,2059,327,607,812,346,1223,431
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Oklahoma 2009,982,1997,242,627,929,435,1402,500
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Pittsburgh 2009,1040,2174,225,482,713,533,1433,436
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Portland State 2009,861,1899,317,378,557,388,1116,453
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Purdue 2009,914,2071,244,483,687,363,1271,426
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2009.csv,Radford 2009,884,1917,163,560,825,418,1372,539
