Rank,Team,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Opp FG,Opp FGA,Opp FG%,Opp 2P,Opp 2PA,Opp 2P%,Opp 3P,Opp 3PA,Opp 3P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp DRB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Opp PTS,gameid,Win?
2658,california,200,26,53,0.491,21,39,0.538,5,14,0.357,6,11,0.545,5,17,22,15,3,6,12,16,63,25,51,0.49,19,32,0.594,6,19,0.316,18,21,0.857,6,23,29,12,4,3,9,17,74,12022017118,0
2659,morgan-state,200,19,49,0.388,13,31,0.419,6,18,0.333,15,17,0.882,9,14,23,11,11,3,14,17,59,23,49,0.469,14,25,0.56,9,24,0.375,11,16,0.688,13,21,34,15,6,2,18,14,66,120320171,0
2660,navy,200,23,49,0.469,14,25,0.56,9,24,0.375,11,16,0.688,13,21,34,15,6,2,18,14,66,19,49,0.388,13,31,0.419,6,18,0.333,15,17,0.882,9,14,23,11,11,3,14,17,59,120320171,1
2661,central-florida,200,25,52,0.481,18,37,0.486,7,15,0.467,8,15,0.533,8,26,34,15,8,3,17,19,65,22,51,0.431,19,38,0.5,3,13,0.231,15,23,0.652,7,19,26,14,8,8,15,16,62,120320172,1
2662,alabama,200,22,51,0.431,19,38,0.5,3,13,0.231,15,23,0.652,7,19,26,14,8,8,15,16,62,25,52,0.481,18,37,0.486,7,15,0.467,8,15,0.533,8,26,34,15,8,3,17,19,65,120320172,0
2663,temple,200,26,54,0.481,18,32,0.563,8,22,0.364,7,10,0.7,3,16,19,11,11,1,9,15,67,27,45,0.6,18,29,0.621,9,16,0.563,8,13,0.615,4,22,26,16,5,3,17,14,71,120320173,0
2664,george-washington,200,27,45,0.6,18,29,0.621,9,16,0.563,8,13,0.615,4,22,26,16,5,3,17,14,71,26,54,0.481,18,32,0.563,8,22,0.364,7,10,0.7,3,16,19,11,11,1,9,15,67,120320173,1
2665,southern-illinois-edwardsville,200,28,70,0.4,19,46,0.413,9,24,0.375,6,8,0.75,8,15,23,10,6,2,13,20,71,28,61,0.459,16,32,0.5,12,29,0.414,18,24,0.75,14,26,40,19,3,7,17,11,86,120320174,0
2666,ipfw,200,28,61,0.459,16,32,0.5,12,29,0.414,18,24,0.75,14,26,40,19,3,7,17,11,86,28,70,0.4,19,46,0.413,9,24,0.375,6,8,0.75,8,15,23,10,6,2,13,20,71,120320174,1
2667,massachusetts-lowell,200,26,51,0.51,22,37,0.595,4,14,0.286,9,17,0.529,10,27,37,9,5,4,23,23,65,30,61,0.492,25,51,0.49,5,10,0.5,13,21,0.619,10,18,28,13,14,1,12,20,78,120320175,0
2668,njit,200,30,61,0.492,25,51,0.49,5,10,0.5,13,21,0.619,10,18,28,13,14,1,12,20,78,26,51,0.51,22,37,0.595,4,14,0.286,9,17,0.529,10,27,37,9,5,4,23,23,65,120320175,1
2669,tulane,200,26,69,0.377,16,42,0.381,10,27,0.37,11,16,0.688,7,15,22,17,2,1,8,24,73,38,58,0.655,33,46,0.717,5,12,0.417,16,29,0.552,9,34,43,18,3,9,13,19,97,120320176,0
2670,north-carolina,200,38,58,0.655,33,46,0.717,5,12,0.417,16,29,0.552,9,34,43,18,3,9,13,19,97,26,69,0.377,16,42,0.381,10,27,0.37,11,16,0.688,7,15,22,17,2,1,8,24,73,120320176,1
2671,st-francis-ny,200,19,60,0.317,13,37,0.351,6,23,0.261,9,12,0.75,12,25,37,10,2,3,15,21,53,24,58,0.414,21,44,0.477,3,14,0.214,20,29,0.69,13,28,41,10,9,6,10,10,71,120320177,0
2672,notre-dame,200,24,58,0.414,21,44,0.477,3,14,0.214,20,29,0.69,13,28,41,10,9,6,10,10,71,19,60,0.317,13,37,0.351,6,23,0.261,9,12,0.75,12,25,37,10,2,3,15,21,53,120320177,1
2673,kansas-state,200,29,50,0.58,25,38,0.658,4,12,0.333,22,24,0.917,3,14,17,12,6,3,7,24,84,23,50,0.46,13,25,0.52,10,25,0.4,23,33,0.697,15,16,31,12,4,5,14,25,79,120320178,1
2674,vanderbilt,200,23,50,0.46,13,25,0.52,10,25,0.4,23,33,0.697,15,16,31,12,4,5,14,25,79,29,50,0.58,25,38,0.658,4,12,0.333,22,24,0.917,3,14,17,12,6,3,7,24,84,120320178,0
2675,george-mason,200,21,60,0.35,9,34,0.265,12,26,0.462,9,10,0.9,6,21,27,15,11,2,19,21,63,25,61,0.41,15,31,0.484,10,30,0.333,19,24,0.792,15,30,45,15,6,7,18,14,79,120320179,0
2676,auburn,200,25,61,0.41,15,31,0.484,10,30,0.333,19,24,0.792,15,30,45,15,6,7,18,14,79,21,60,0.35,9,34,0.265,12,26,0.462,9,10,0.9,6,21,27,15,11,2,19,21,63,120320179,1
2677,north-carolina-asheville,200,21,61,0.344,16,42,0.381,5,19,0.263,5,8,0.625,6,29,35,9,4,4,16,15,52,35,67,0.522,27,46,0.587,8,21,0.381,5,8,0.625,6,33,39,16,7,9,8,14,83,1203201710,0
2678,clemson,200,35,67,0.522,27,46,0.587,8,21,0.381,5,8,0.625,6,33,39,16,7,9,8,14,83,21,61,0.344,16,42,0.381,5,19,0.263,5,8,0.625,6,29,35,9,4,4,16,15,52,1203201710,1
2679,samford,200,20,60,0.333,12,29,0.414,8,31,0.258,10,15,0.667,9,20,29,14,7,1,18,17,58,33,53,0.623,22,32,0.688,11,21,0.524,12,20,0.6,4,31,35,23,7,2,13,18,89,1203201711,0
2680,jacksonville-state,200,33,53,0.623,22,32,0.688,11,21,0.524,12,20,0.6,4,31,35,23,7,2,13,18,89,20,60,0.333,12,29,0.414,8,31,0.258,10,15,0.667,9,20,29,14,7,1,18,17,58,1203201711,1
2681,mississippi-valley-state,200,26,62,0.419,20,44,0.455,6,18,0.333,4,10,0.4,12,19,31,10,6,1,20,17,62,31,59,0.525,20,30,0.667,11,29,0.379,10,14,0.714,7,25,32,18,13,4,11,12,83,1203201712,0
2682,oklahoma-state,200,31,59,0.525,20,30,0.667,11,29,0.379,10,14,0.714,7,25,32,18,13,4,11,12,83,26,62,0.419,20,44,0.455,6,18,0.333,4,10,0.4,12,19,31,10,6,1,20,17,62,1203201712,1
2683,rust,225,24,59,0.407,16,32,0.5,8,27,0.296,5,7,0.714,8,18,26,10,2,1,23,8,61,46,77,0.597,39,53,0.736,7,24,0.292,10,12,0.833,13,25,38,32,16,2,7,7,109,1203201713,0
2684,southern-mississippi,225,46,77,0.597,39,53,0.736,7,24,0.292,10,12,0.833,13,25,38,32,16,2,7,7,109,24,59,0.407,16,32,0.5,8,27,0.296,5,7,0.714,8,18,26,10,2,1,23,8,61,1203201713,1
2685,portland,200,19,54,0.352,10,32,0.313,9,22,0.409,7,15,0.467,6,23,29,11,4,4,14,12,54,29,61,0.475,14,27,0.519,15,34,0.441,4,5,0.8,7,34,41,18,5,1,15,19,77,1203201714,0
2686,boise-state,200,29,61,0.475,14,27,0.519,15,34,0.441,4,5,0.8,7,34,41,18,5,1,15,19,77,19,54,0.352,10,32,0.313,9,22,0.409,7,15,0.467,6,23,29,11,4,4,14,12,54,1203201714,1
2687,seton-hall,200,31,68,0.456,25,47,0.532,6,21,0.286,11,19,0.579,13,22,35,10,11,1,12,17,79,28,57,0.491,21,34,0.618,7,23,0.304,14,19,0.737,9,26,35,8,7,7,16,16,77,1203201715,1
2688,louisville,200,28,57,0.491,21,34,0.618,7,23,0.304,14,19,0.737,9,26,35,8,7,7,16,16,77,31,68,0.456,25,47,0.532,6,21,0.286,11,19,0.579,13,22,35,10,11,1,12,17,79,1203201715,0
2689,nebraska,200,17,62,0.274,7,40,0.175,10,22,0.455,13,20,0.65,10,24,34,10,0,1,5,25,57,27,57,0.474,22,38,0.579,5,19,0.263,27,36,0.75,11,34,45,16,1,11,6,16,86,1203201716,0
2690,michigan-state,200,27,57,0.474,22,38,0.579,5,19,0.263,27,36,0.75,11,34,45,16,1,11,6,16,86,17,62,0.274,7,40,0.175,10,22,0.455,13,20,0.65,10,24,34,10,0,1,5,25,57,1203201716,1
2691,northwestern,200,30,63,0.476,24,43,0.558,6,20,0.3,3,5,0.6,8,22,30,17,5,4,7,18,69,26,53,0.491,20,35,0.571,6,18,0.333,16,24,0.667,9,22,31,15,2,5,7,9,74,1203201717,0
2692,purdue,200,26,53,0.491,20,35,0.571,6,18,0.333,16,24,0.667,9,22,31,15,2,5,7,9,74,30,63,0.476,24,43,0.558,6,20,0.3,3,5,0.6,8,22,30,17,5,4,7,18,69,1203201717,1
2693,eastern-washington,200,21,54,0.389,15,25,0.6,6,29,0.207,17,20,0.85,4,24,28,8,4,4,17,19,65,28,55,0.509,19,38,0.5,9,17,0.529,19,21,0.905,2,27,29,17,8,0,14,19,84,1203201718,0
2694,seattle,200,28,55,0.509,19,38,0.5,9,17,0.529,19,21,0.905,2,27,29,17,8,0,14,19,84,21,54,0.389,15,25,0.6,6,29,0.207,17,20,0.85,4,24,28,8,4,4,17,19,65,1203201718,1
2695,stanford,200,28,57,0.491,22,38,0.579,6,19,0.316,6,10,0.6,11,22,33,12,5,1,16,15,68,28,55,0.509,18,33,0.545,10,22,0.455,10,16,0.625,6,17,23,16,8,6,10,12,76,1203201719,0
2696,long-beach-state,200,28,55,0.509,18,33,0.545,10,22,0.455,10,16,0.625,6,17,23,16,8,6,10,12,76,28,57,0.491,22,38,0.579,6,19,0.316,6,10,0.6,11,22,33,12,5,1,16,15,68,1203201719,1
2697,coppin-state,200,18,60,0.3,9,27,0.333,9,33,0.273,15,18,0.833,7,21,28,10,8,0,10,26,60,23,46,0.5,17,28,0.607,6,18,0.333,24,36,0.667,6,33,39,15,4,2,16,15,76,1203201720,0
2698,georgetown,200,23,46,0.5,17,28,0.607,6,18,0.333,24,36,0.667,6,33,39,15,4,2,16,15,76,18,60,0.3,9,27,0.333,9,33,0.273,15,18,0.833,7,21,28,10,8,0,10,26,60,1203201720,1
2699,tennessee,200,23,53,0.434,15,33,0.455,8,20,0.4,23,27,0.852,9,23,32,15,5,7,14,24,77,21,54,0.389,15,38,0.395,6,16,0.375,22,33,0.667,11,19,30,13,6,1,14,25,70,1203201721,1
2700,georgia-tech,200,21,54,0.389,15,38,0.395,6,16,0.375,22,33,0.667,11,19,30,13,6,1,14,25,70,23,53,0.434,15,33,0.455,8,20,0.4,23,27,0.852,9,23,32,15,5,7,14,24,77,1203201721,0
2701,rutgers,200,24,74,0.324,19,56,0.339,5,18,0.278,14,18,0.778,13,23,36,11,7,8,14,24,67,28,61,0.459,22,46,0.478,6,15,0.4,27,35,0.771,8,34,42,23,5,8,13,16,89,1203201722,0
2702,minnesota,200,28,61,0.459,22,46,0.478,6,15,0.4,27,35,0.771,8,34,42,23,5,8,13,16,89,24,74,0.324,19,56,0.339,5,18,0.278,14,18,0.778,13,23,36,11,7,8,14,24,67,1203201722,1
2703,prairie-view,200,20,51,0.392,14,37,0.378,6,14,0.429,11,16,0.688,9,20,29,2,5,3,24,16,57,27,55,0.491,21,32,0.656,6,23,0.261,9,16,0.563,9,19,28,17,11,4,18,17,69,1203201723,0
2704,new-mexico-state,200,27,55,0.491,21,32,0.656,6,23,0.261,9,16,0.563,9,19,28,17,11,4,18,17,69,20,51,0.392,14,37,0.378,6,14,0.429,11,16,0.688,9,20,29,2,5,3,24,16,57,1203201723,1
2705,arkansas-fort-smith,200,24,63,0.381,19,44,0.432,5,19,0.263,15,22,0.682,13,16,29,13,4,1,13,20,68,41,63,0.651,33,42,0.786,8,21,0.381,15,18,0.833,8,26,34,25,7,7,9,19,105,1203201724,0
2706,pacific,200,41,63,0.651,33,42,0.786,8,21,0.381,15,18,0.833,8,26,34,25,7,7,9,19,105,24,63,0.381,19,44,0.432,5,19,0.263,15,22,0.682,13,16,29,13,4,1,13,20,68,1203201724,1
2707,bradley,200,19,58,0.328,12,37,0.324,7,21,0.333,7,10,0.7,8,18,26,10,13,5,16,21,52,24,54,0.444,20,38,0.526,4,16,0.25,23,29,0.793,14,31,45,14,8,2,16,12,75,1203201725,0
2708,san-diego-state,200,24,54,0.444,20,38,0.526,4,16,0.25,23,29,0.793,14,31,45,14,8,2,16,12,75,19,58,0.328,12,37,0.324,7,21,0.333,7,10,0.7,8,18,26,10,13,5,16,21,52,1203201725,1
2709,idaho,200,28,59,0.475,20,37,0.541,8,22,0.364,15,24,0.625,10,25,35,13,4,1,15,18,79,26,57,0.456,25,37,0.676,1,20,0.05,15,20,0.75,6,23,29,8,9,2,15,22,68,1203201726,1
2710,nicholls-state,200,26,57,0.456,25,37,0.676,1,20,0.05,15,20,0.75,6,23,29,8,9,2,15,22,68,28,59,0.475,20,37,0.541,8,22,0.364,15,24,0.625,10,25,35,13,4,1,15,18,79,1203201726,0
2711,western-state,200,28,58,0.483,20,41,0.488,8,17,0.471,11,14,0.786,4,23,27,10,3,1,13,16,75,35,64,0.547,30,45,0.667,5,19,0.263,12,16,0.75,5,25,30,11,5,2,9,10,87,1203201727,0
2712,northern-colorado,200,35,64,0.547,30,45,0.667,5,19,0.263,12,16,0.75,5,25,30,11,5,2,9,10,87,28,58,0.483,20,41,0.488,8,17,0.471,11,14,0.786,4,23,27,10,3,1,13,16,75,1203201727,1
2713,nebraska-omaha,200,28,68,0.412,19,39,0.487,9,29,0.31,8,12,0.667,11,26,37,17,6,2,15,17,73,30,60,0.5,23,37,0.622,7,23,0.304,19,24,0.792,7,26,33,9,9,9,11,12,86,1203201728,0
2714,washington,200,30,60,0.5,23,37,0.622,7,23,0.304,19,24,0.792,7,26,33,9,9,9,11,12,86,28,68,0.412,19,39,0.487,9,29,0.31,8,12,0.667,11,26,37,17,6,2,15,17,73,1203201728,1
2715,maryland,225,35,59,0.593,27,41,0.659,8,18,0.444,14,19,0.737,8,26,34,15,6,5,25,19,92,36,70,0.514,28,45,0.622,8,25,0.32,11,15,0.733,7,17,24,13,16,1,15,19,91,1203201729,1
2716,illinois,225,36,70,0.514,28,45,0.622,8,25,0.32,11,15,0.733,7,17,24,13,16,1,15,19,91,35,59,0.593,27,41,0.659,8,18,0.444,14,19,0.737,8,26,34,15,6,5,25,19,92,1203201729,0
2717,dayton,200,21,46,0.457,13,21,0.619,8,25,0.32,9,16,0.563,6,20,26,8,14,2,26,13,59,24,50,0.48,15,22,0.682,9,28,0.321,4,7,0.571,5,22,27,12,13,5,24,18,61,1203201730,0
2718,mississippi-state,200,24,50,0.48,15,22,0.682,9,28,0.321,4,7,0.571,5,22,27,12,13,5,24,18,61,21,46,0.457,13,21,0.619,8,25,0.32,9,16,0.563,6,20,26,8,14,2,26,13,59,1203201730,1
2719,cal-state-northridge,200,25,52,0.481,21,40,0.525,4,12,0.333,14,23,0.609,6,16,22,11,4,3,15,20,68,31,60,0.517,27,48,0.563,4,12,0.333,20,25,0.8,12,23,35,15,5,6,12,22,86,1203201731,0
2720,montana,200,31,60,0.517,27,48,0.563,4,12,0.333,20,25,0.8,12,23,35,15,5,6,12,22,86,25,52,0.481,21,40,0.525,4,12,0.333,14,23,0.609,6,16,22,11,4,3,15,20,68,1203201731,1
2721,detroit-mercy,200,28,65,0.431,19,38,0.5,9,27,0.333,8,14,0.571,5,22,27,10,2,1,12,20,73,38,72,0.528,27,47,0.574,11,25,0.44,19,24,0.792,13,32,45,20,7,4,8,14,106,1203201732,0
2722,ucla,200,38,72,0.528,27,47,0.574,11,25,0.44,19,24,0.792,13,32,45,20,7,4,8,14,106,28,65,0.431,19,38,0.5,9,27,0.333,8,14,0.571,5,22,27,10,2,1,12,20,73,1203201732,1
2723,michigan,200,22,59,0.373,14,31,0.452,8,28,0.286,10,14,0.714,11,20,31,13,5,0,8,20,62,22,45,0.489,17,31,0.548,5,14,0.357,22,29,0.759,5,27,32,12,4,4,10,18,71,120420171,0
2724,ohio-state,200,22,45,0.489,17,31,0.548,5,14,0.357,22,29,0.759,5,27,32,12,4,4,10,18,71,22,59,0.373,14,31,0.452,8,28,0.286,10,14,0.714,11,20,31,13,5,0,8,20,62,120420171,1
2725,high-point,200,23,52,0.442,16,39,0.41,7,13,0.538,5,9,0.556,5,15,20,11,4,2,11,16,58,21,45,0.467,14,27,0.519,7,18,0.389,21,25,0.84,9,20,29,11,5,7,13,14,70,120420172,0
2726,college-of-charleston,200,21,45,0.467,14,27,0.519,7,18,0.389,21,25,0.84,9,20,29,11,5,7,13,14,70,23,52,0.442,16,39,0.41,7,13,0.538,5,9,0.556,5,15,20,11,4,2,11,16,58,120420172,1
2727,quinnipiac,200,32,63,0.508,15,29,0.517,17,34,0.5,8,10,0.8,9,25,34,16,3,3,13,13,89,36,65,0.554,25,35,0.714,11,30,0.367,4,8,0.5,5,21,26,23,11,4,7,13,87,120420173,1
2728,columbia,200,36,65,0.554,25,35,0.714,11,30,0.367,4,8,0.5,5,21,26,23,11,4,7,13,87,32,63,0.508,15,29,0.517,17,34,0.5,8,10,0.8,9,25,34,16,3,3,13,13,89,120420173,0
2729,maryland-eastern-shore,200,20,53,0.377,16,33,0.485,4,20,0.2,17,23,0.739,7,17,24,12,3,0,14,17,61,30,63,0.476,16,34,0.471,14,29,0.483,12,20,0.6,18,26,44,18,6,4,11,23,86,120420174,0
2730,duquesne,200,30,63,0.476,16,34,0.471,14,29,0.483,12,20,0.6,18,26,44,18,6,4,11,23,86,20,53,0.377,16,33,0.485,4,20,0.2,17,23,0.739,7,17,24,12,3,0,14,17,61,120420174,1
2731,campbell,200,26,67,0.388,19,41,0.463,7,26,0.269,7,10,0.7,14,21,35,17,10,3,11,22,66,24,47,0.511,20,34,0.588,4,13,0.308,17,31,0.548,8,19,27,14,3,6,15,15,69,120420175,0
2732,east-carolina,200,24,47,0.511,20,34,0.588,4,13,0.308,17,31,0.548,8,19,27,14,3,6,15,15,69,26,67,0.388,19,41,0.463,7,26,0.269,7,10,0.7,14,21,35,17,10,3,11,22,66,120420175,1
2733,liberty,225,27,61,0.443,13,35,0.371,14,26,0.538,9,13,0.692,7,24,31,21,3,3,12,17,77,27,53,0.509,18,31,0.581,9,22,0.409,11,18,0.611,2,25,27,12,7,7,12,15,74,120420176,1
2734,georgia-state,225,27,53,0.509,18,31,0.581,9,22,0.409,11,18,0.611,2,25,27,12,7,7,12,15,74,27,61,0.443,13,35,0.371,14,26,0.538,9,13,0.692,7,24,31,21,3,3,12,17,77,120420176,0
2735,pennsylvania,200,27,68,0.397,16,35,0.457,11,33,0.333,16,25,0.64,18,30,48,20,6,5,16,16,81,23,64,0.359,18,44,0.409,5,20,0.25,17,22,0.773,9,23,32,9,3,1,14,21,68,120420177,1
2736,howard,200,23,64,0.359,18,44,0.409,5,20,0.25,17,22,0.773,9,23,32,9,3,1,14,21,68,27,68,0.397,16,35,0.457,11,33,0.333,16,25,0.64,18,30,48,20,6,5,16,16,81,120420177,0
2737,stony-brook,200,28,66,0.424,22,49,0.449,6,17,0.353,9,17,0.529,12,23,35,11,10,5,18,20,71,28,60,0.467,22,43,0.512,6,17,0.353,13,20,0.65,10,27,37,9,9,5,17,18,75,120420178,0
2738,long-island-university,200,28,60,0.467,22,43,0.512,6,17,0.353,13,20,0.65,10,27,37,9,9,5,17,18,75,28,66,0.424,22,49,0.449,6,17,0.353,9,17,0.529,12,23,35,11,10,5,18,20,71,120420178,1
2739,wisconsin,200,23,52,0.442,18,41,0.439,5,11,0.455,13,19,0.684,8,25,33,13,8,4,9,23,64,20,56,0.357,18,42,0.429,2,14,0.143,21,25,0.84,10,21,31,12,6,13,11,16,63,120420179,1
2740,penn-state,200,20,56,0.357,18,42,0.429,2,14,0.143,21,25,0.84,10,21,31,12,6,13,11,16,63,23,52,0.442,18,41,0.439,5,11,0.455,13,19,0.684,8,25,33,13,8,4,9,23,64,120420179,0
2741,appalachian-state,200,28,58,0.483,18,36,0.5,10,22,0.455,5,12,0.417,9,22,31,10,4,7,16,13,71,26,56,0.464,18,41,0.439,8,15,0.533,12,15,0.8,5,20,25,9,11,2,10,16,72,1204201710,0
2742,western-carolina,200,26,56,0.464,18,41,0.439,8,15,0.533,12,15,0.8,5,20,25,9,11,2,10,16,72,28,58,0.483,18,36,0.5,10,22,0.455,5,12,0.417,9,22,31,10,4,7,16,13,71,1204201710,1
2743,sam-houston-state,200,22,63,0.349,17,37,0.459,5,26,0.192,7,11,0.636,9,28,37,13,1,4,14,20,56,29,60,0.483,19,34,0.559,10,26,0.385,16,24,0.667,7,29,36,18,9,5,8,12,84,1204201711,0
2744,baylor,200,29,60,0.483,19,34,0.559,10,26,0.385,16,24,0.667,7,29,36,18,9,5,8,12,84,22,63,0.349,17,37,0.459,5,26,0.192,7,11,0.636,9,28,37,13,1,4,14,20,56,1204201711,1
2745,tougaloo,200,35,70,0.5,30,56,0.536,5,14,0.357,20,27,0.741,11,22,33,8,7,1,16,29,95,36,65,0.554,29,46,0.63,7,19,0.368,32,41,0.78,10,26,36,17,9,7,11,25,111,1204201712,0
2746,grambling,200,36,65,0.554,29,46,0.63,7,19,0.368,32,41,0.78,10,26,36,17,9,7,11,25,111,35,70,0.5,30,56,0.536,5,14,0.357,20,27,0.741,11,22,33,8,7,1,16,29,95,1204201712,1
2747,iowa,200,25,65,0.385,15,41,0.366,10,24,0.417,4,9,0.444,10,27,37,17,6,6,18,20,64,27,66,0.409,19,45,0.422,8,21,0.381,15,23,0.652,14,31,45,14,11,6,10,16,77,1204201713,0
2748,indiana,200,27,66,0.409,19,45,0.422,8,21,0.381,15,23,0.652,14,31,45,14,11,6,10,16,77,25,65,0.385,15,41,0.366,10,24,0.417,4,9,0.444,10,27,37,17,6,6,18,20,64,1204201713,1
2749,belmont,200,18,53,0.34,12,22,0.545,6,31,0.194,12,16,0.75,6,25,31,8,5,6,20,20,54,25,60,0.417,16,38,0.421,9,22,0.409,10,14,0.714,8,26,34,10,8,3,15,19,69,1204201714,0
2750,lipscomb,200,25,60,0.417,16,38,0.421,9,22,0.409,10,14,0.714,8,26,34,10,8,3,15,19,69,18,53,0.34,12,22,0.545,6,31,0.194,12,16,0.75,6,25,31,8,5,6,20,20,54,1204201714,1
2751,missouri-state,200,29,61,0.475,22,43,0.512,7,18,0.389,6,9,0.667,11,29,40,9,2,3,11,12,71,21,53,0.396,13,26,0.5,8,27,0.296,8,11,0.727,4,22,26,10,3,3,8,13,58,1204201715,1
2752,north-dakota-state,200,21,53,0.396,13,26,0.5,8,27,0.296,8,11,0.727,4,22,26,10,3,3,8,13,58,29,61,0.475,22,43,0.512,7,18,0.389,6,9,0.667,11,29,40,9,2,3,11,12,71,1204201715,0
2753,texas-san-antonio,200,31,81,0.383,18,39,0.462,13,42,0.31,10,14,0.714,13,30,43,14,8,2,12,16,85,37,81,0.457,26,44,0.591,11,37,0.297,12,16,0.75,14,38,52,15,8,7,14,16,97,1204201716,0
2754,oklahoma,200,37,81,0.457,26,44,0.591,11,37,0.297,12,16,0.75,14,38,52,15,8,7,14,16,97,31,81,0.383,18,39,0.462,13,42,0.31,10,14,0.714,13,30,43,14,8,2,12,16,85,1204201716,1
2755,western-state,200,25,49,0.51,16,25,0.64,9,24,0.375,8,11,0.727,4,23,27,13,6,1,19,22,67,30,54,0.556,21,34,0.618,9,20,0.45,10,18,0.556,4,20,24,16,5,1,13,17,79,1204201717,0
2756,air-force,200,30,54,0.556,21,34,0.618,9,20,0.45,10,18,0.556,4,20,24,16,5,1,13,17,79,25,49,0.51,16,25,0.64,9,24,0.375,8,11,0.727,4,23,27,13,6,1,19,22,67,1204201717,1
2757,florida-state,200,28,72,0.389,21,49,0.429,7,23,0.304,20,24,0.833,17,25,42,9,8,3,11,19,83,21,58,0.362,15,33,0.455,6,25,0.24,18,25,0.72,9,23,32,7,3,6,16,20,66,1204201718,1
2758,florida,200,21,58,0.362,15,33,0.455,6,25,0.24,18,25,0.72,9,23,32,7,3,6,16,20,66,28,72,0.389,21,49,0.429,7,23,0.304,20,24,0.833,17,25,42,9,8,3,11,19,83,1204201718,0
2759,northern-illinois,200,33,67,0.493,26,51,0.51,7,16,0.438,7,13,0.538,6,27,33,9,6,4,11,19,80,34,66,0.515,20,40,0.5,14,26,0.538,12,16,0.75,8,26,34,22,7,11,8,14,94,1204201719,0
2760,iowa-state,200,34,66,0.515,20,40,0.5,14,26,0.538,12,16,0.75,8,26,34,22,7,11,8,14,94,33,67,0.493,26,51,0.51,7,16,0.438,7,13,0.538,6,27,33,9,6,4,11,19,80,1204201719,1
2761,sacramento-state,200,22,54,0.407,18,40,0.45,4,14,0.286,6,8,0.75,3,19,22,7,8,1,12,19,54,25,54,0.463,18,28,0.643,7,26,0.269,13,16,0.813,11,28,39,16,3,5,15,13,70,1204201720,0
2762,saint-marys-ca,200,25,54,0.463,18,28,0.643,7,26,0.269,13,16,0.813,11,28,39,16,3,5,15,13,70,22,54,0.407,18,40,0.45,4,14,0.286,6,8,0.75,3,19,22,7,8,1,12,19,54,1204201720,1
2763,central-arkansas,200,25,49,0.51,15,31,0.484,10,18,0.556,16,20,0.8,1,28,29,12,3,2,12,20,76,24,63,0.381,13,32,0.406,11,31,0.355,19,30,0.633,15,26,41,17,8,2,12,21,78,1204201721,0
2764,san-francisco,200,24,63,0.381,13,32,0.406,11,31,0.355,19,30,0.633,15,26,41,17,8,2,12,21,78,25,49,0.51,15,31,0.484,10,18,0.556,16,20,0.8,1,28,29,12,3,2,12,20,76,1204201721,1
2765,pacific-lutheran,200,21,51,0.412,13,34,0.382,8,17,0.471,19,23,0.826,4,13,17,12,5,0,14,17,69,38,66,0.576,25,31,0.806,13,35,0.371,10,18,0.556,16,22,38,27,5,2,12,21,99,1204201722,0
2766,seattle,200,38,66,0.576,25,31,0.806,13,35,0.371,10,18,0.556,16,22,38,27,5,2,12,21,99,21,51,0.412,13,34,0.382,8,17,0.471,19,23,0.826,4,13,17,12,5,0,14,17,69,1204201722,1
2767,james-madison,200,28,68,0.412,20,43,0.465,8,25,0.32,18,22,0.818,13,24,37,18,10,4,17,16,82,33,59,0.559,22,35,0.629,11,24,0.458,7,11,0.636,1,23,24,18,12,4,18,20,84,120520171,0
2768,citadel,200,33,59,0.559,22,35,0.629,11,24,0.458,7,11,0.636,1,23,24,18,12,4,18,20,84,28,68,0.412,20,43,0.465,8,25,0.32,18,22,0.818,13,24,37,18,10,4,17,16,82,120520171,1
2769,dartmouth,200,26,62,0.419,21,43,0.488,5,19,0.263,16,26,0.615,11,23,34,10,6,3,10,19,73,28,55,0.509,21,36,0.583,7,19,0.368,16,21,0.762,6,25,31,16,6,1,13,22,79,120520172,0
2770,sacred-heart,200,28,55,0.509,21,36,0.583,7,19,0.368,16,21,0.762,6,25,31,16,6,1,13,22,79,26,62,0.419,21,43,0.488,5,19,0.263,16,26,0.615,11,23,34,10,6,3,10,19,73,120520172,1
2771,evansville,200,34,56,0.607,22,41,0.537,12,15,0.8,11,13,0.846,7,27,34,19,5,3,14,22,91,25,53,0.472,17,28,0.607,8,25,0.32,18,27,0.667,5,17,22,12,7,4,10,17,76,120520173,1
2772,bowling-green-state,200,25,53,0.472,17,28,0.607,8,25,0.32,18,27,0.667,5,17,22,12,7,4,10,17,76,34,56,0.607,22,41,0.537,12,15,0.8,11,13,0.846,7,27,34,19,5,3,14,22,91,120520173,0
2773,montana-state,200,17,59,0.288,16,43,0.372,1,16,0.063,13,20,0.65,16,18,34,3,6,0,17,17,48,28,59,0.475,20,34,0.588,8,25,0.32,11,13,0.846,10,26,36,11,8,5,12,19,75,120520174,0
2774,central-michigan,200,28,59,0.475,20,34,0.588,8,25,0.32,11,13,0.846,10,26,36,11,8,5,12,19,75,17,59,0.288,16,43,0.372,1,16,0.063,13,20,0.65,16,18,34,3,6,0,17,17,48,120520174,1
